Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
5025,5.4,3.3,3.4,1.5,Iris-versicolor
5026,5.0,2.5,5.0,1.5,Iris-versicolor
5027,5.7,2.6,4.3,1.4,Iris-versicolor
5028,6.6,2.6,3.5,1.4,Iris-versicolor
5029,5.7,2.4,4.4,1.3,Iris-versicolor
5030,6.1,2.5,4.5,1.1,Iris-versicolor
5031,5.5,2.7,5.1,1.5,Iris-versicolor
5032,6.5,3.2,6.0,1.3,Iris-versicolor
5033,6.7,3.1,4.7,1.7,Iris-versicolor
5034,5.7,2.6,4.4,1.3,Iris-versicolor
5035,6.1,3.3,4.0,1.3,Iris-versicolor
5036,6.0,2.7,3.4,1.2,Iris-versicolor
5037,6.3,3.2,3.7,1.1,Iris-versicolor
5038,6.0,2.1,4.1,1.0,Iris-versicolor
5039,6.6,2.5,5.0,1.5,Iris-versicolor
5040,5.6,2.4,4.2,1.3,Iris-versicolor
5041,6.1,2.5,4.6,1.4,Iris-versicolor
5042,5.8,2.5,4.2,1.2,Iris-versicolor
5043,6.0,2.8,4.4,1.7,Iris-versicolor
5044,5.9,3.1,4.4,1.3,Iris-versicolor
5045,5.9,2.8,4.4,1.1,Iris-versicolor
5046,5.2,3.0,4.7,1.5,Iris-versicolor
5047,6.0,3.0,4.6,1.5,Iris-versicolor
5048,5.5,2.4,4.1,1.3,Iris-versicolor
5049,5.8,2.2,5.1,1.3,Iris-versicolor
5050,6.0,3.2,3.2,1.2,Iris-versicolor
5051,5.7,2.7,4.2,1.6,Iris-versicolor
5052,6.3,3.1,4.3,1.0,Iris-versicolor
5053,4.9,2.3,4.4,1.3,Iris-versicolor
5054,5.8,2.7,5.2,1.2,Iris-versicolor
5055,6.4,2.8,4.2,1.6,Iris-versicolor
5056,6.7,2.7,4.6,1.4,Iris-versicolor
5057,5.9,2.8,3.9,1.3,Iris-versicolor
5058,5.6,3.1,4.2,1.1,Iris-versicolor
5059,5.6,1.8,4.0,1.3,Iris-versicolor
5060,5.9,3.4,4.5,1.4,Iris-versicolor
5061,5.1,2.7,4.0,1.2,Iris-versicolor
5062,5.5,2.2,3.7,1.5,Iris-versicolor
5063,5.9,2.6,4.3,1.6,Iris-versicolor
5064,5.9,2.9,3.9,1.2,Iris-versicolor
5065,6.1,3.4,4.9,1.4,Iris-versicolor
5066,6.0,3.2,4.6,0.9,Iris-versicolor
5067,5.4,2.9,3.4,1.1,Iris-versicolor
5068,5.6,2.7,4.1,1.3,Iris-versicolor
5069,6.4,2.7,4.1,1.1,Iris-versicolor
5070,6.5,2.6,3.7,1.4,Iris-versicolor
5071,5.5,2.6,4.4,1.3,Iris-versicolor
5072,7.1,2.7,4.6,0.9,Iris-versicolor
5073,5.5,2.4,3.8,1.4,Iris-versicolor
5074,6.5,2.9,4.2,1.2,Iris-versicolor
5075,6.5,3.4,4.3,1.5,Iris-versicolor
5076,6.1,3.0,3.7,1.2,Iris-versicolor
5077,6.1,3.2,3.9,0.9,Iris-versicolor
5078,5.7,3.1,3.5,1.1,Iris-versicolor
5079,6.0,2.7,4.5,1.1,Iris-versicolor
5080,5.8,3.1,3.7,1.6,Iris-versicolor
5081,5.4,3.0,4.1,1.1,Iris-versicolor
5082,5.7,2.9,4.3,1.5,Iris-versicolor
5083,6.7,2.4,3.7,1.1,Iris-versicolor
5084,5.5,3.1,4.5,1.2,Iris-versicolor
5085,5.9,3.2,5.2,1.4,Iris-versicolor
5086,4.6,2.9,4.7,1.4,Iris-versicolor
5087,6.3,2.9,3.7,1.2,Iris-versicolor
5088,5.8,3.1,3.9,1.4,Iris-versicolor
5089,6.1,3.3,4.2,1.0,Iris-versicolor
5090,6.3,3.4,4.6,1.2,Iris-versicolor
5091,5.4,2.5,5.2,1.3,Iris-versicolor
5092,5.6,2.7,4.1,1.6,Iris-versicolor
5093,5.4,3.1,4.3,1.6,Iris-versicolor
5094,6.8,2.8,4.1,1.3,Iris-versicolor
5095,5.9,2.3,5.0,1.4,Iris-versicolor
5096,5.3,2.1,3.2,1.5,Iris-versicolor
5097,5.6,2.6,4.5,1.2,Iris-versicolor
5098,6.2,2.8,4.2,1.0,Iris-versicolor
5099,5.5,3.0,3.9,1.6,Iris-versicolor
5100,7.1,3.0,5.0,1.5,Iris-versicolor
5101,5.7,2.8,5.2,1.2,Iris-versicolor
5102,5.4,2.4,4.2,1.1,Iris-versicolor
5103,6.8,2.8,4.7,1.3,Iris-versicolor
5104,5.3,2.4,3.8,1.4,Iris-versicolor
5105,6.2,3.0,3.6,1.3,Iris-versicolor
5106,5.4,2.9,4.5,1.1,Iris-versicolor
5107,6.4,3.5,4.7,1.3,Iris-versicolor
5108,5.8,2.7,3.9,1.4,Iris-versicolor
5109,5.3,2.2,4.4,1.3,Iris-versicolor
5110,5.6,2.4,4.4,1.1,Iris-versicolor
5111,5.9,3.3,4.6,1.1,Iris-versicolor
5112,5.3,2.8,3.6,0.9,Iris-versicolor
5113,6.2,2.9,4.5,1.4,Iris-versicolor
5114,5.9,2.6,4.5,1.6,Iris-versicolor
5115,5.7,2.4,3.7,1.2,Iris-versicolor
5116,6.0,2.1,4.5,1.5,Iris-versicolor
5117,5.0,2.5,4.3,1.3,Iris-versicolor
5118,6.2,2.7,4.9,1.3,Iris-versicolor
5119,5.4,2.4,4.6,1.3,Iris-versicolor
5120,6.3,3.0,3.3,1.1,Iris-versicolor
5121,5.4,2.5,4.1,1.5,Iris-versicolor
5122,6.6,2.7,4.1,1.2,Iris-versicolor
5123,6.0,2.8,4.6,1.5,Iris-versicolor
5124,4.7,2.7,4.9,1.2,Iris-versicolor
5125,6.5,2.7,4.3,1.1,Iris-versicolor
5126,5.4,3.0,4.7,1.3,Iris-versicolor
5127,5.3,2.8,4.9,1.7,Iris-versicolor
5128,5.8,2.2,4.7,1.3,Iris-versicolor
5129,6.4,2.9,3.8,1.3,Iris-versicolor
5130,6.6,2.7,3.8,1.0,Iris-versicolor
5131,5.5,2.6,4.6,1.1,Iris-versicolor
5132,6.7,2.4,5.4,1.7,Iris-versicolor
5133,6.0,2.3,4.2,1.2,Iris-versicolor
5134,5.3,2.9,3.9,1.2,Iris-versicolor
5135,5.8,2.6,5.2,1.2,Iris-versicolor
5136,6.2,2.8,4.4,1.4,Iris-versicolor
5137,6.4,2.9,4.4,1.3,Iris-versicolor
5138,5.9,2.5,4.2,1.4,Iris-versicolor
5139,6.1,2.8,4.2,1.3,Iris-versicolor
5140,5.7,2.9,4.2,1.4,Iris-versicolor
5141,6.5,2.5,4.5,1.3,Iris-versicolor
5142,7.0,2.7,4.6,1.3,Iris-versicolor
5143,5.2,2.6,4.7,1.2,Iris-versicolor
5144,4.8,2.8,3.7,1.4,Iris-versicolor
5145,6.7,3.0,5.0,1.2,Iris-versicolor
5146,5.9,2.4,3.9,1.1,Iris-versicolor
5147,5.3,3.2,3.3,1.6,Iris-versicolor
5148,6.6,2.9,3.7,1.0,Iris-versicolor
5149,5.7,3.0,4.3,1.1,Iris-versicolor
5150,6.5,3.3,4.2,1.3,Iris-versicolor
5151,5.2,2.6,4.5,1.4,Iris-versicolor
5152,5.7,2.7,4.0,1.3,Iris-versicolor
5153,6.2,2.2,4.2,1.4,Iris-versicolor
5154,5.6,2.6,4.0,1.2,Iris-versicolor
5155,5.9,2.8,3.3,1.5,Iris-versicolor
5156,5.8,3.4,3.7,1.2,Iris-versicolor
5157,5.8,2.9,3.3,1.2,Iris-versicolor
5158,6.2,2.5,4.9,1.2,Iris-versicolor
5159,5.5,3.0,5.0,1.4,Iris-versicolor
5160,6.6,3.3,3.8,1.5,Iris-versicolor
5161,5.1,2.9,4.2,1.6,Iris-versicolor
5162,6.5,2.9,4.4,1.4,Iris-versicolor
5163,6.0,2.8,4.9,1.6,Iris-versicolor
5164,5.9,2.8,4.3,1.0,Iris-versicolor
5165,5.8,3.3,3.9,1.7,Iris-versicolor
5166,6.5,2.9,4.5,1.1,Iris-versicolor
5167,5.8,3.2,4.0,1.5,Iris-versicolor
5168,5.2,2.4,5.2,1.3,Iris-versicolor
5169,5.7,3.2,4.8,1.5,Iris-versicolor
5170,5.6,2.7,4.4,1.5,Iris-versicolor
5171,5.7,2.8,4.4,1.6,Iris-versicolor
5172,6.3,2.3,4.2,1.1,Iris-versicolor
5173,6.2,3.1,4.3,1.3,Iris-versicolor
5174,6.0,2.8,4.0,1.1,Iris-versicolor
5175,4.9,3.2,4.5,1.4,Iris-versicolor
5176,6.6,2.4,3.4,1.4,Iris-versicolor
5177,6.1,2.2,4.4,1.2,Iris-versicolor
5178,5.5,2.7,3.1,1.2,Iris-versicolor
5179,5.6,2.9,4.2,1.5,Iris-versicolor
5180,4.6,2.5,4.5,1.3,Iris-versicolor
5181,6.4,2.2,4.6,1.2,Iris-versicolor
5182,5.6,3.1,4.8,1.5,Iris-versicolor
5183,7.0,3.2,3.9,1.4,Iris-versicolor
5184,5.8,3.4,4.8,1.3,Iris-versicolor
5185,6.4,2.4,4.4,1.1,Iris-versicolor
5186,5.1,3.0,4.7,1.4,Iris-versicolor
5187,5.8,2.4,3.7,1.1,Iris-versicolor
5188,5.8,3.1,4.8,1.0,Iris-versicolor
5189,5.6,2.5,3.1,1.4,Iris-versicolor
5190,5.8,2.7,4.9,1.3,Iris-versicolor
5191,5.7,2.9,4.8,1.4,Iris-versicolor
5192,6.3,2.7,4.2,1.3,Iris-versicolor
5193,5.5,2.6,4.9,1.7,Iris-versicolor
5194,6.8,2.4,3.6,1.1,Iris-versicolor
5195,6.0,1.9,4.0,1.6,Iris-versicolor
5196,6.4,2.6,4.1,1.4,Iris-versicolor
5197,6.4,2.6,4.1,1.2,Iris-versicolor
5198,5.2,2.7,4.1,1.1,Iris-versicolor
5199,6.3,2.9,4.6,1.2,Iris-versicolor
5200,4.9,2.9,3.9,1.1,Iris-versicolor
5201,5.3,2.7,5.0,1.2,Iris-versicolor
5202,5.4,3.0,4.3,0.9,Iris-versicolor
5203,6.3,3.4,3.0,1.1,Iris-versicolor
5204,4.5,2.7,4.7,1.3,Iris-versicolor
5205,6.7,3.0,5.1,1.6,Iris-versicolor
5206,5.7,2.8,3.9,1.3,Iris-versicolor
5207,6.0,2.7,4.9,1.3,Iris-versicolor
5208,5.5,2.5,4.6,1.0,Iris-versicolor
5209,5.8,3.2,4.4,1.3,Iris-versicolor
5210,5.9,2.4,3.9,1.3,Iris-versicolor
5211,6.1,3.1,4.3,1.6,Iris-versicolor
5212,6.8,3.0,4.8,1.1,Iris-versicolor
5213,5.3,2.9,3.6,1.3,Iris-versicolor
5214,6.3,3.2,4.1,1.2,Iris-versicolor
5215,6.1,2.4,4.2,1.3,Iris-versicolor
5216,5.9,2.8,3.9,1.2,Iris-versicolor
5217,5.6,2.3,4.4,1.5,Iris-versicolor
5218,6.3,2.7,3.9,1.5,Iris-versicolor
5219,6.3,2.8,5.1,1.3,Iris-versicolor
5220,5.8,2.6,3.5,1.5,Iris-versicolor
5221,5.9,2.9,5.1,1.2,Iris-versicolor
5222,4.7,2.9,4.3,1.2,Iris-versicolor
5223,6.1,3.0,3.8,1.3,Iris-versicolor
5224,6.7,2.5,4.3,0.8,Iris-versicolor
5225,5.2,2.8,4.8,1.1,Iris-versicolor
5226,6.0,2.7,4.7,1.1,Iris-versicolor
5227,6.2,2.6,4.4,1.3,Iris-versicolor
5228,5.8,2.9,4.3,1.3,Iris-versicolor
5229,5.8,2.8,4.4,1.1,Iris-versicolor
5230,5.8,2.4,4.2,1.2,Iris-versicolor
5231,6.3,3.0,3.8,1.3,Iris-versicolor
5232,6.3,2.7,3.9,1.1,Iris-versicolor
5233,6.4,3.1,4.2,1.5,Iris-versicolor
5234,4.4,3.2,4.2,1.4,Iris-versicolor
5235,5.8,3.2,3.8,1.6,Iris-versicolor
5236,6.1,3.0,4.1,1.1,Iris-versicolor
5237,6.4,2.9,4.9,1.3,Iris-versicolor
5238,5.7,3.2,5.2,1.3,Iris-versicolor
5239,5.5,3.0,4.1,1.4,Iris-versicolor
5240,5.8,3.3,3.9,1.4,Iris-versicolor
5241,5.7,2.7,4.1,1.5,Iris-versicolor
5242,6.4,2.9,4.2,1.4,Iris-versicolor
5243,6.4,3.1,3.0,1.3,Iris-versicolor
5244,5.8,3.0,4.2,1.5,Iris-versicolor
5245,5.4,2.9,4.7,1.0,Iris-versicolor
5246,7.2,3.1,4.3,1.2,Iris-versicolor
5247,5.8,2.8,4.5,1.6,Iris-versicolor
5248,5.7,2.9,3.7,1.2,Iris-versicolor
5249,6.1,3.0,3.9,1.2,Iris-versicolor
5250,6.7,3.1,4.4,0.9,Iris-versicolor
5251,7.2,2.8,4.1,1.2,Iris-versicolor
5252,6.1,2.9,4.7,1.1,Iris-versicolor
5253,5.8,3.4,4.4,1.3,Iris-versicolor
5254,5.4,2.9,4.7,1.5,Iris-versicolor
5255,5.8,2.9,5.0,1.5,Iris-versicolor
5256,5.5,2.0,4.4,1.5,Iris-versicolor
5257,5.4,2.8,4.1,1.3,Iris-versicolor
5258,5.7,3.2,4.3,1.2,Iris-versicolor
5259,6.4,2.4,4.9,1.5,Iris-versicolor
5260,6.7,2.7,4.0,1.3,Iris-versicolor
5261,5.9,2.6,4.0,1.3,Iris-versicolor
5262,5.3,3.0,4.2,1.3,Iris-versicolor
5263,5.4,2.4,5.2,1.2,Iris-versicolor
5264,6.3,2.8,3.0,1.7,Iris-versicolor
5265,6.3,2.5,4.2,1.1,Iris-versicolor
5266,6.9,2.5,4.0,1.2,Iris-versicolor
5267,6.0,3.2,5.1,1.2,Iris-versicolor
5268,6.1,2.8,3.8,1.8,Iris-versicolor
5269,6.6,2.8,5.0,1.6,Iris-versicolor
5270,6.0,2.9,5.0,1.1,Iris-versicolor
5271,6.8,2.7,5.0,1.3,Iris-versicolor
5272,6.1,2.8,4.0,1.3,Iris-versicolor
5273,6.6,2.0,3.7,1.2,Iris-versicolor
5274,5.4,3.2,4.9,1.4,Iris-versicolor
5275,5.6,3.2,3.5,1.7,Iris-versicolor
5276,5.6,2.7,4.1,1.1,Iris-versicolor
5277,6.9,3.0,4.8,1.1,Iris-versicolor
5278,6.0,2.9,4.4,1.1,Iris-versicolor
5279,6.5,2.8,3.8,1.0,Iris-versicolor
5280,6.2,3.5,3.8,1.4,Iris-versicolor
5281,6.5,2.4,4.0,1.2,Iris-versicolor
5282,6.4,3.2,4.3,1.2,Iris-versicolor
5283,5.7,2.6,3.8,1.3,Iris-versicolor
5284,6.2,2.9,4.3,1.3,Iris-versicolor
5285,5.9,2.4,4.3,1.2,Iris-versicolor
5286,5.2,2.9,4.0,1.4,Iris-versicolor
5287,6.4,2.5,4.3,1.0,Iris-versicolor
5288,6.7,2.3,4.0,1.6,Iris-versicolor
5289,5.8,2.4,4.6,1.5,Iris-versicolor
5290,5.6,2.6,4.1,1.3,Iris-versicolor
5291,5.0,2.7,5.1,1.1,Iris-versicolor
5292,5.6,2.4,4.5,1.6,Iris-versicolor
5293,6.5,2.4,4.5,1.6,Iris-versicolor
5294,6.2,2.9,4.0,1.4,Iris-versicolor
5295,6.6,2.9,3.7,1.2,Iris-versicolor
5296,6.6,2.9,4.3,1.2,Iris-versicolor
5297,6.5,3.3,4.9,1.6,Iris-versicolor
5298,5.8,2.6,4.2,1.3,Iris-versicolor
5299,6.7,3.1,4.5,1.0,Iris-versicolor
5300,5.1,2.8,4.7,1.3,Iris-versicolor
5301,6.9,2.4,3.7,1.2,Iris-versicolor
5302,5.6,2.9,4.1,1.0,Iris-versicolor
5303,6.4,2.2,3.8,1.0,Iris-versicolor
5304,6.0,2.8,5.2,1.5,Iris-versicolor
5305,6.7,2.9,3.8,1.4,Iris-versicolor
5306,6.2,3.0,4.0,1.4,Iris-versicolor
5307,5.5,2.4,3.7,1.3,Iris-versicolor
5308,5.3,2.6,4.7,1.1,Iris-versicolor
5309,5.7,2.8,4.4,1.2,Iris-versicolor
5310,6.3,3.0,4.8,1.3,Iris-versicolor
5311,5.7,2.6,4.4,1.3,Iris-versicolor
5312,5.6,2.6,3.9,1.4,Iris-versicolor
5313,5.2,2.9,4.6,1.2,Iris-versicolor
5314,6.9,2.8,3.5,1.3,Iris-versicolor
5315,6.0,2.9,4.1,1.1,Iris-versicolor
5316,5.4,2.6,4.0,1.1,Iris-versicolor
5317,5.6,3.0,5.0,1.5,Iris-versicolor
5318,6.6,3.1,4.7,1.3,Iris-versicolor
5319,6.0,2.6,4.2,1.3,Iris-versicolor
5320,6.3,2.9,4.2,1.3,Iris-versicolor
5321,6.2,3.0,3.5,1.1,Iris-versicolor
5322,6.5,2.8,4.1,1.3,Iris-versicolor
5323,5.8,2.9,3.7,1.3,Iris-versicolor
5324,6.1,2.9,4.4,1.4,Iris-versicolor
5325,5.6,2.5,5.4,1.3,Iris-versicolor
5326,5.8,3.0,5.0,1.2,Iris-versicolor
5327,5.4,2.4,5.0,1.1,Iris-versicolor
5328,5.9,2.5,3.6,1.3,Iris-versicolor
5329,5.5,2.6,5.2,1.4,Iris-versicolor
5330,6.4,3.0,4.2,1.2,Iris-versicolor
5331,6.1,2.8,4.0,1.4,Iris-versicolor
5332,5.6,2.7,4.1,1.1,Iris-versicolor
5333,4.7,2.5,5.1,1.3,Iris-versicolor
5334,6.3,2.1,3.8,1.1,Iris-versicolor
5335,5.8,3.5,4.5,1.7,Iris-versicolor
5336,5.8,3.2,5.2,1.3,Iris-versicolor
5337,5.7,2.4,4.1,1.3,Iris-versicolor
5338,7.0,2.4,4.3,1.0,Iris-versicolor
5339,5.7,2.9,4.5,1.4,Iris-versicolor
5340,6.1,3.0,4.3,1.1,Iris-versicolor
5341,5.0,2.6,4.2,1.6,Iris-versicolor
5342,5.9,2.7,4.4,1.3,Iris-versicolor
5343,6.4,3.4,5.3,1.3,Iris-versicolor
5344,6.1,3.3,4.2,1.5,Iris-versicolor
5345,5.4,2.7,4.8,1.2,Iris-versicolor
5346,5.9,2.3,5.2,1.6,Iris-versicolor
5347,6.0,2.9,4.4,1.6,Iris-versicolor
5348,5.7,3.0,4.8,1.6,Iris-versicolor
5349,4.8,2.6,3.8,1.4,Iris-versicolor
5350,4.9,2.1,5.3,1.4,Iris-versicolor
5351,6.0,2.9,4.3,1.5,Iris-versicolor
5352,5.6,2.8,4.4,1.1,Iris-versicolor
5353,6.6,2.6,4.7,1.3,Iris-versicolor
5354,6.8,2.4,3.8,1.1,Iris-versicolor
5355,6.0,3.3,5.0,0.9,Iris-versicolor
5356,6.1,1.8,4.6,1.5,Iris-versicolor
5357,5.9,2.8,4.3,1.2,Iris-versicolor
5358,6.2,2.7,4.7,1.3,Iris-versicolor
5359,5.5,2.3,3.4,1.6,Iris-versicolor
5360,5.7,2.9,5.1,1.2,Iris-versicolor
5361,5.6,2.7,4.3,1.7,Iris-versicolor
5362,6.7,3.0,4.9,1.3,Iris-versicolor
5363,6.1,2.7,3.7,1.6,Iris-versicolor
5364,6.2,2.8,4.3,1.0,Iris-versicolor
5365,5.4,2.9,4.0,1.3,Iris-versicolor
5366,5.9,2.6,3.8,1.0,Iris-versicolor
5367,5.9,3.0,3.5,1.3,Iris-versicolor
5368,6.1,2.5,4.9,1.2,Iris-versicolor
5369,5.9,2.7,3.4,1.5,Iris-versicolor
5370,5.4,2.7,4.5,1.6,Iris-versicolor
5371,5.4,2.6,4.9,1.4,Iris-versicolor
5372,6.3,2.4,4.1,1.3,Iris-versicolor
5373,5.5,2.2,4.0,1.6,Iris-versicolor
5374,6.0,3.2,4.3,1.2,Iris-versicolor
5375,6.6,2.8,4.7,1.1,Iris-versicolor
5376,6.5,3.1,4.4,1.2,Iris-versicolor
5377,5.9,3.0,4.4,1.4,Iris-versicolor
5378,6.5,2.6,3.7,1.3,Iris-versicolor
5379,5.8,3.0,3.8,1.5,Iris-versicolor
5380,6.6,2.8,4.3,1.2,Iris-versicolor
5381,5.7,2.6,4.9,1.3,Iris-versicolor
5382,5.3,2.9,4.6,1.3,Iris-versicolor
5383,6.7,3.0,3.8,1.2,Iris-versicolor
5384,6.1,2.2,4.4,1.0,Iris-versicolor
5385,6.5,3.1,4.5,1.2,Iris-versicolor
5386,6.0,2.6,3.8,1.3,Iris-versicolor
5387,6.3,2.8,4.9,1.5,Iris-versicolor
5388,6.3,2.3,4.1,1.1,Iris-versicolor
5389,5.8,2.6,4.1,1.5,Iris-versicolor
5390,6.2,3.1,3.5,1.3,Iris-versicolor
5391,6.4,3.2,3.5,1.3,Iris-versicolor
5392,6.5,2.7,3.8,1.0,Iris-versicolor
5393,5.4,2.2,4.3,1.5,Iris-versicolor
5394,5.3,2.9,4.7,1.3,Iris-versicolor
5395,5.1,2.9,4.2,1.3,Iris-versicolor
5396,5.7,2.8,4.5,1.8,Iris-versicolor
5397,6.0,3.2,4.4,1.3,Iris-versicolor
5398,6.0,2.4,4.4,0.9,Iris-versicolor
5399,5.5,2.8,4.8,1.6,Iris-versicolor
5400,5.8,2.8,4.7,1.1,Iris-versicolor
5401,6.1,2.5,4.2,1.2,Iris-versicolor
5402,6.2,2.9,4.7,1.4,Iris-versicolor
5403,6.0,3.4,3.5,1.7,Iris-versicolor
5404,5.8,2.9,4.1,1.2,Iris-versicolor
5405,6.2,3.1,4.5,1.2,Iris-versicolor
5406,7.8,3.1,4.7,1.3,Iris-versicolor
5407,5.6,2.7,4.8,1.1,Iris-versicolor
5408,5.4,2.9,4.4,1.2,Iris-versicolor
5409,5.4,3.2,4.4,1.1,Iris-versicolor
5410,5.3,2.7,4.6,1.4,Iris-versicolor
5411,6.5,2.3,4.4,1.6,Iris-versicolor
5412,6.6,2.9,5.4,1.4,Iris-versicolor
5413,6.5,2.8,3.9,1.2,Iris-versicolor
5414,6.0,2.7,3.4,1.1,Iris-versicolor
5415,5.8,3.0,4.3,1.3,Iris-versicolor
5416,5.4,2.8,4.9,1.4,Iris-versicolor
5417,5.2,2.4,4.5,1.3,Iris-versicolor
5418,5.9,2.6,4.5,1.3,Iris-versicolor
5419,5.8,2.5,4.7,1.3,Iris-versicolor
5420,6.2,2.4,5.1,1.6,Iris-versicolor
5421,5.0,2.5,4.5,1.1,Iris-versicolor
5422,5.9,2.9,4.2,1.4,Iris-versicolor
5423,5.6,2.1,4.7,1.5,Iris-versicolor
5424,7.2,2.1,4.6,0.9,Iris-versicolor
5425,6.8,2.9,3.8,1.5,Iris-versicolor
5426,5.7,2.9,4.4,1.7,Iris-versicolor
5427,6.9,2.6,4.8,1.4,Iris-versicolor
5428,5.2,2.6,5.4,1.4,Iris-versicolor
5429,6.5,2.7,4.0,1.3,Iris-versicolor
5430,5.8,2.3,3.8,1.5,Iris-versicolor
5431,5.7,2.8,4.4,1.4,Iris-versicolor
5432,6.5,2.4,4.5,1.5,Iris-versicolor
5433,6.4,2.3,4.4,1.7,Iris-versicolor
5434,5.9,2.9,4.6,1.1,Iris-versicolor
5435,6.9,2.9,4.5,1.0,Iris-versicolor
5436,6.3,2.9,5.0,1.3,Iris-versicolor
5437,5.4,2.6,4.0,1.1,Iris-versicolor
5438,6.6,3.2,4.2,1.2,Iris-versicolor
5439,5.0,3.0,5.0,1.2,Iris-versicolor
5440,5.9,2.9,5.1,1.4,Iris-versicolor
5441,6.0,2.8,3.6,1.0,Iris-versicolor
5442,5.5,3.1,4.1,1.2,Iris-versicolor
5443,5.7,2.7,5.1,1.3,Iris-versicolor
5444,5.5,2.8,5.1,1.2,Iris-versicolor
5445,5.3,2.6,4.3,1.5,Iris-versicolor
5446,6.5,2.4,3.8,1.3,Iris-versicolor
5447,6.3,2.4,4.0,1.2,Iris-versicolor
5448,6.4,2.9,4.7,1.6,Iris-versicolor
5449,5.8,2.4,3.7,1.0,Iris-versicolor
5450,5.7,2.6,4.6,1.3,Iris-versicolor
5451,5.7,2.7,3.8,1.5,Iris-versicolor
5452,5.5,2.4,4.6,1.4,Iris-versicolor
5453,5.0,3.0,3.9,1.3,Iris-versicolor
5454,6.0,3.0,4.5,1.3,Iris-versicolor
5455,5.7,2.9,4.2,1.7,Iris-versicolor
5456,6.2,2.5,4.0,1.3,Iris-versicolor
5457,6.6,3.2,4.1,1.1,Iris-versicolor
5458,5.4,2.8,5.3,1.4,Iris-versicolor
5459,5.1,2.5,4.0,1.2,Iris-versicolor
5460,5.7,2.9,4.6,1.5,Iris-versicolor
5461,6.2,2.2,3.8,1.3,Iris-versicolor
5462,6.0,3.0,4.3,1.3,Iris-versicolor
5463,6.1,2.7,4.3,1.5,Iris-versicolor
5464,5.9,2.8,4.2,1.6,Iris-versicolor
5465,5.4,3.3,3.7,1.2,Iris-versicolor
5466,6.3,3.1,3.6,1.1,Iris-versicolor
5467,6.1,3.5,4.8,1.3,Iris-versicolor
5468,4.7,2.8,4.4,1.3,Iris-versicolor
5469,5.5,2.8,3.8,1.7,Iris-versicolor
5470,6.7,3.0,4.3,1.2,Iris-versicolor
5471,5.9,3.3,4.7,1.4,Iris-versicolor
5472,6.4,2.9,4.4,1.5,Iris-versicolor
5473,6.2,3.0,4.3,1.3,Iris-versicolor
5474,5.7,2.6,3.5,1.1,Iris-versicolor
5475,5.5,2.6,5.0,1.3,Iris-versicolor
5476,6.1,2.9,5.0,1.2,Iris-versicolor
5477,5.8,2.7,4.8,1.6,Iris-versicolor
5478,6.2,3.2,4.3,1.3,Iris-versicolor
5479,6.5,2.9,3.9,1.5,Iris-versicolor
5480,5.8,2.7,4.7,1.3,Iris-versicolor
5481,6.1,3.0,3.9,1.4,Iris-versicolor
5482,6.6,2.5,4.5,1.2,Iris-versicolor
5483,6.5,3.1,4.1,1.8,Iris-versicolor
5484,6.5,3.0,4.6,1.5,Iris-versicolor
5485,5.4,2.8,4.4,1.2,Iris-versicolor
5486,6.2,3.2,4.1,1.3,Iris-versicolor
5487,5.5,2.2,4.6,1.3,Iris-versicolor
5488,6.0,2.5,4.2,1.5,Iris-versicolor
5489,5.9,2.8,4.4,1.1,Iris-versicolor
5490,6.3,2.4,3.8,1.1,Iris-versicolor
5491,5.8,2.7,4.3,1.1,Iris-versicolor
5492,6.5,3.0,4.2,1.2,Iris-versicolor
5493,5.6,2.7,3.6,1.1,Iris-versicolor
5494,6.4,2.9,5.0,1.3,Iris-versicolor
5495,5.7,2.6,4.1,1.2,Iris-versicolor
5496,6.1,2.8,4.0,1.6,Iris-versicolor
5497,6.9,3.1,4.5,1.5,Iris-versicolor
5498,6.9,3.0,4.0,1.4,Iris-versicolor
5499,6.3,2.5,4.1,1.5,Iris-versicolor
5500,5.0,2.4,4.2,1.4,Iris-versicolor
5501,5.2,2.7,4.8,1.3,Iris-versicolor
5502,6.4,2.6,3.9,1.5,Iris-versicolor
5503,6.1,2.4,3.9,1.6,Iris-versicolor
5504,5.5,3.1,4.0,1.3,Iris-versicolor
5505,6.1,2.1,3.6,1.3,Iris-versicolor
5506,5.6,3.1,3.5,1.4,Iris-versicolor
5507,5.2,2.7,3.8,1.7,Iris-versicolor
5508,5.2,2.7,3.4,1.6,Iris-versicolor
5509,6.1,2.8,5.0,1.4,Iris-versicolor
5510,6.0,2.8,4.5,1.2,Iris-versicolor
5511,5.8,3.0,4.4,1.3,Iris-versicolor
5512,5.2,3.2,3.9,1.5,Iris-versicolor
5513,6.0,2.4,4.8,1.4,Iris-versicolor
5514,6.6,2.7,4.6,1.0,Iris-versicolor
5515,5.7,2.4,4.1,1.4,Iris-versicolor
5516,5.6,3.0,3.9,1.5,Iris-versicolor
5517,6.6,3.1,4.1,0.9,Iris-versicolor
5518,6.2,2.7,3.8,1.2,Iris-versicolor
5519,6.7,2.4,4.5,1.4,Iris-versicolor
5520,5.8,3.0,5.0,1.3,Iris-versicolor
5521,5.8,3.0,4.7,1.3,Iris-versicolor
5522,5.8,2.1,3.9,1.1,Iris-versicolor
